laptop_ID,Company,Product,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price_euros,Cpu_Company,Memory_Amount,Memory_Type,SSD
308,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 940MX,No OS,2.2,549.0,Intel,2048,HDD,0
309,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1265.0,Intel,1152,SSD + HDD,1
310,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,No OS,2.2,359.99,Intel,1024,HDD,0
311,HP,EliteBook x360,2 in 1 Convertible,13.3,Intel Core i7 7600U 2.8GHz,16GB,Intel HD Graphics 620,Windows 10,1.28,1975.0,Intel,256,SSD,1
312,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8GB,Nvidia GeForce 930M,Windows 10,2.2,1043.0,Intel,256,SSD,1
313,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 940MX,Windows 10,2.3,819.0,Intel,1152,SSD + HDD,1
314,HP,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,1.86,469.0,Intel,1024,HDD,0
315,Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.1,999.0,Intel,256,SSD,1
316,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,16GB,Intel UHD Graphics 620,Windows 10,1.21,2499.0,Intel,1024,SSD,1
317,MSI,GE63VR 7RF,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,Windows 10,2.8,2099.0,Intel,1280,SSD + HDD,1
318,Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,AMD A8-Series 7410 2.2GHz,8GB,AMD Radeon R5,Windows 10,2.23,469.0,AMD,256,SSD,1
319,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,2GB,Intel HD Graphics 500,Windows 10,1.1,275.0,Intel,32,Flash,0
320,Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 530,Windows 10,2.33,844.0,Intel,1152,SSD + HDD,1
321,HP,Spectre x360,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,16GB,Intel UHD Graphics 620,Windows 10,1.29,2449.0,Intel,1024,SSD,1
322,Lenovo,ThinkPad 13,Notebook,13.3,Intel Celeron Dual Core 3855U 1.6GHz,4GB,Intel HD Graphics 510,Chrome OS,1.45,459.9,Intel,16,Flash,0
323,HP,ProBook 640,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.95,980.0,Intel,256,SSD,1
324,Acer,TravelMate B,Notebook,11.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,Intel HD Graphics 405,Windows 10,1.4,485.0,Intel,128,Flash,0
325,HP,Elitebook 840,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.48,1292.0,Intel,256,SSD,1
326,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,4GB,Nvidia GeForce 920MX,Windows 10,2.79,589.0,Intel,1024,HDD,0
327,Asus,ZenBook UX410UA-GV183T,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,2.0,1094.0,Intel,256,SSD,1
329,HP,ProBook 450,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,2.1,902.0,Intel,1024,HDD,0
330,Acer,Aspire 5,Notebook,15.6,AMD A12-Series 9720P 2.7GHz,8GB,AMD Radeon RX 540,Windows 10,2.2,659.0,AMD,256,SSD,1
331,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,1.44,292.0,Intel,32,Flash,0
332,Acer,Aspire E5-575,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6GB,Intel HD Graphics 620,Windows 10,2.23,549.0,Intel,1024,HDD,0
333,Asus,VivoBook S15,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 940MX,Windows 10,1.7,1049.9,Intel,256,SSD,1
334,HP,Elitebook 820,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.26,1335.0,Intel,256,SSD,1
335,Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,32GB,Nvidia GeForce GTX 1050,Windows 10,2.06,2639.0,Intel,1024,SSD,1
336,MSI,GL72M 7REX,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1199.0,Intel,1280,SSD + HDD,1
337,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.0,943.0,Intel,256,SSD,1
338,Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,2.0,1334.0,Intel,1280,SSD + HDD,1
339,Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,1.85,449.0,Intel,1024,HDD,0
340,Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,2.5,999.0,Intel,256,SSD,1
341,HP,EliteBook 840,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,Windows 10,1.48,1268.0,Intel,256,SSD,1
342,Dell,Inspiron 7570,Ultrabook,15.6,Intel Core i5 8250U 1.6GHz,8GB,Nvidia GeForce 940MX,Windows 10,1.9,1049.0,Intel,1152,SSD + HDD,1
343,HP,Elitebook 850,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.84,1144.0,Intel,256,SSD,1
344,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Linux,2.0,274.99,Intel,1024,HDD,0
345,Dell,Inspiron 7570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,Nvidia GeForce 940MX,Windows 10,2.0,1142.75,Intel,256,SSD,1
346,Dell,Inspiron 3552,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics,Linux,2.2,274.9,Intel,500,HDD,0
347,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,12GB,AMD Radeon 530,Windows 10,2.2,899.0,AMD,2048,HDD,0
348,HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8GB,Nvidia GeForce 930MX ,Windows 10,2.1,716.0,Intel,1024,HDD,0
349,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,16GB,Intel UHD Graphics 620,Windows 10,1.4,2099.0,Intel,512,SSD,1
350,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,1.2,1579.0,Intel,256,SSD,1
351,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1129.0,Intel,2304,SSD + HDD,1
352,HP,Stream 14-AX001nv,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2GB,Intel HD Graphics 400,Windows 10,1.44,279.0,Intel,32,Flash,0
353,Dell,Latitude 5590,Ultrabook,15.6,Intel Core i7 8650U 1.9GHz,16GB,Intel UHD Graphics 620,Windows 10,1.88,1607.96,Intel,768,SSD,1
354,Asus,VivoBook Flip,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,1.5,375.0,Intel,32,Flash,0
355,Dell,Inspiron 5570,Ultrabook,15.6,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 530,Windows 10,1.9,663.0,Intel,1024,HDD,0
356,Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,Windows 10,2.06,2027.42,Intel,512,SSD,1
357,HP,Elitebook 850,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.84,1304.0,Intel,256,SSD,1
358,MSI,GP72MVR 7RFX,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1060,Windows 10,2.7,1409.0,Intel,1152,SSD + HDD,1
359,HP,Zbook 15,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M1200,Windows 10,2.6,1738.27,Intel,256,SSD,1
360,Toshiba,Tecra A50-C-21G,Notebook,15.6,Intel Core i7 6500U 2.5GHz,16GB,Nvidia GeForce 930M,Windows 10,2.4,1403.0,Intel,512,SSD,1
361,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon 530,Windows 10,2.02,970.9,Intel,2176,SSD + HDD,1
362,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,No OS,2.2,321.99,Intel,1024,HDD,0
363,Dell,Inspiron 7577,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,2.65,999.0,Intel,1024,HDD,0
364,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.36,557.37,Intel,2048,HDD,0
365,Dell,Latitude 7480,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,Windows 10,1.36,1427.0,Intel,256,SSD,1
366,HP,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,1.86,439.0,Intel,500,HDD,0
367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.0,945.0,Intel,256,SSD,1
368,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6GB,Nvidia GeForce GTX 940MX,Windows 10,2.8,719.0,Intel,1152,SSD + HDD,1
369,HP,250 G6,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.86,639.0,Intel,1024,HDD,0
370,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,8GB,Nvidia GeForce 920MX ,No OS,2.2,499.0,Intel,256,SSD,1
371,HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,8GB,Intel HD Graphics 405,Windows 10,2.04,389.0,Intel,2048,HDD,0
372,Dell,Inspiron 5770,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 530,Windows 10,2.8,1085.0,Intel,1152,SSD + HDD,1
373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,No OS,2.4,809.0,Intel,1152,SSD + HDD,1
374,Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,AMD Radeon R7 M445,Windows 10,2.33,899.0,Intel,256,SSD,1
375,HP,Elitebook 1040,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.36,1750.0,Intel,256,SSD,1
376,Asus,ZenBook Flip,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,12GB,Nvidia GeForce GT 940MX,Windows 10,2.26,1099.0,Intel,2560,SSD + HDD,1
377,Acer,Aspire 3,Notebook,15.6,AMD A9-Series 9420 3GHz,4GB,AMD Radeon R5,Windows 10,2.1,426.0,AMD,128,SSD,1
378,Asus,Rog Strix,Gaming,17.3,AMD Ryzen 1700 3GHz,16GB,AMD Radeon RX 580,Windows 10,3.25,2199.0,AMD,1280,SSD + HDD,1
379,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,AMD A8-Series 7410 2.2GHz,4GB,AMD Radeon R5,Windows 10,2.6,489.0,AMD,128,SSD,1
380,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,1.62,869.01,Intel,256,SSD,1
381,HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,AMD A9-Series 9420 3GHz,4GB,AMD Radeon R5,Windows 10,1.91,488.99,AMD,256,SSD,1
382,Lenovo,Yoga 11e,Netbook,11.6,Intel Celeron Quad Core N3450 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,1.59,553.0,Intel,128,SSD,1
383,Dell,Inspiron 3552,Notebook,15.6,Intel Celeron Dual Core N3060 1.60GHz,4GB,Intel HD Graphics 400,Windows 10,1.8,309.0,Intel,500,HDD,0
384,Asus,VivoBook E403NA,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,1.5,286.0,Intel,32,Flash,0
385,Acer,Aspire 7,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Linux,2.4,846.0,Intel,1024,HDD,0
386,HP,Omen 17-w212nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,3.35,1191.0,Intel,1152,SSD + HDD,1
387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,No OS,1.85,403.5,Intel,128,SSD,1
388,Asus,ROG Strix,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1060,Windows 10,2.3,1655.0,Intel,1152,SSD + HDD,1
389,Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 940MX,Windows 10,1.5,1099.0,Intel,256,SSD,1
390,Asus,Zenbook Flip,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,Windows 10,1.1,1748.9,Intel,512,SSD,1
391,Lenovo,Thinkpad X1,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.13,2282.0,Intel,512,SSD,1
392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,Windows 10,1.5,549.0,Intel,128,SSD,1
393,Dell,Precision 3510,Workstation,15.6,Intel Core i5 6440HQ 2.6GHz,8GB,AMD FirePro W5130M,Windows 10,2.23,1369.0,Intel,500,HDD,0
394,Dell,Precision 5520,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,8GB,Nvidia Quadro M1200,Windows 10,2.0,2135.0,Intel,256,SSD,1
395,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,Windows 10,1.42,2509.0,Intel,512,SSD,1
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,3.0,1039.0,Intel,1024,HDD,0
397,Asus,Rog GL753VE-GC070T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,3.0,1591.0,Intel,1280,SSD + HDD,1
399,Acer,Aspire 5,Notebook,15.6,Intel Core i5 8250U 1.6GHz,12GB,Nvidia GeForce MX130,Windows 10,2.2,693.99,Intel,1024,HDD,0
400,MSI,Leopard GP72M,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1349.0,Intel,256,SSD,1
401,Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,AMD Radeon R7 M445,Linux,2.33,778.87,Intel,256,SSD,1
402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,AMD A9-Series 9420 3GHz,4GB,AMD Radeon 520,Windows 10,1.91,499.0,AMD,256,SSD,1
403,Lenovo,ThinkPad E580,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon RX 550,Windows 10,2.1,1229.56,Intel,256,SSD,1
404,Lenovo,ThinkPad L470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.9,938.0,Intel,256,SSD,1
405,Dell,Precision M5520,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M1200,Windows 10,1.78,2712.0,Intel,256,SSD,1
406,Lenovo,Thinkpad X1,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,Windows 10,1.13,2625.0,Intel,1024,SSD,1
407,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,2.2,306.0,Intel,1024,HDD,0
408,Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,Windows 10,2.9,1529.0,Intel,1280,SSD + HDD,1
409,Lenovo,ThinkPad E580,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon RX 550,Windows 10,2.1,1144.5,Intel,1280,SSD + HDD,1
410,Acer,Aspire 7,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Linux,2.5,879.0,Intel,256,SSD,1
411,MSI,GE73VR 7RF,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,Windows 10,2.8,2249.0,Intel,1280,SSD + HDD,1
412,Asus,Zenbook 3,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.1,1873.0,Intel,512,SSD,1
413,Toshiba,Portege Z30-C-16P,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,16GB,Intel HD Graphics 520,Windows 10,1.2,1747.0,Intel,512,SSD,1
414,Dell,Latitude 7480,Ultrabook,14.0,Intel Core i7 7600U 2.8GHz,8GB,Intel HD Graphics,Windows 10,1.36,1680.0,Intel,512,SSD,1
415,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,2.2,409.0,Intel,500,HDD,0
416,Lenovo,Lenovo IdeaPad,Notebook,11.6,Intel Celeron Dual Core N3350 1.1GHz,2GB,Intel HD Graphics 500,Windows 10,1.15,304.45,Intel,32,Flash,0
417,Lenovo,ThinkPad P51,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M1200,Windows 10,2.67,1925.0,Intel,512,SSD,1
418,Lenovo,Thinkpad T470p,Ultrabook,14.0,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GT 940MX,Windows 10,1.7,1943.0,Intel,512,SSD,1
419,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,AMD Radeon 520,Windows 10,2.1,469.0,Intel,1024,HDD,0
420,Acer,Aspire R7,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,8GB,Intel HD Graphics 520,Windows 10,1.6,789.01,Intel,256,SSD,1
421,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.27,928.0,Intel,256,SSD,1
422,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,AMD Radeon R5 M430,Linux,2.3,598.9,Intel,256,SSD,1
423,Dell,Latitude 3380,Notebook,13.3,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,1.65,689.0,Intel,128,SSD,1
424,HP,EliteBook 1040,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8GB,Intel HD Graphics 520,Windows 10,1.43,1500.0,Intel,256,SSD,1
425,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.14,539.95,Intel,1024,HDD,0
426,Lenovo,ThinkPad E480,Ultrabook,14.0,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon RX 550,Windows 10,1.75,1215.38,Intel,256,SSD,1
427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,Windows 10,2.0,1899.0,Intel,512,SSD,1
428,Chuwi,LapBook 12.3,Notebook,12.3,Intel Celeron Quad Core N3450 1.1GHz,6GB,Intel HD Graphics 500,Windows 10,1.4,449.0,Intel,64,Flash,0
429,HP,ProBook 650,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,8GB,Intel HD Graphics 630,Windows 10,2.31,1427.0,Intel,256,SSD,1
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8GB,Nvidia GeForce 940MX,Linux,2.3,597.0,Intel,1024,HDD,0
431,Dell,Alienware 17,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16GB,Nvidia GeForce GTX 1070,Windows 10,4.42,2799.0,Intel,1280,SSD + HDD,1
432,Dell,Inspiron 7577,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1159.0,Intel,1152,SSD + HDD,1
433,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon 530,Windows 10,2.02,1142.4,Intel,2304,SSD + HDD,1
434,Dell,Latitude 5480,Ultrabook,14.0,Intel Core i7 7600U 2.8GHz,8GB,Intel HD Graphics 620,Linux,1.6,1099.0,Intel,256,SSD,1
435,HP,Omen 17-w207nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12GB,Nvidia GeForce GTX 1070,Windows 10,3.35,1999.0,Intel,1280,SSD + HDD,1
436,Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,1.16,299.0,Intel,32,SSD,1
437,Samsung,Chromebook 3,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,Chrome OS,1.15,269.0,Intel,16,Flash,0
438,Lenovo,Thinkpad 13,Notebook,13.3,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.4,1010.0,Intel,256,SSD,1
439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,Intel Core i3 7130U 2.7GHz,4GB,Intel HD Graphics 620,Windows 10,1.7,599.0,Intel,128,SSD,1
440,Lenovo,Thinkpad T570,Workstation,15.6,Intel Core i7 7600U 2.8GHz,16GB,Nvidia GeForce 940MX,Windows 10,2.3,2445.0,Intel,512,SSD,1
441,Lenovo,Thinkpad P51,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,16GB,Nvidia Quadro M2200M,Windows 10,2.5,2449.0,Intel,512,SSD,1
442,Asus,Rog Strix,Gaming,17.3,AMD Ryzen 1600 3.2GHz,8GB,AMD Radeon RX 580,Windows 10,3.2,1695.0,AMD,1280,SSD + HDD,1
443,HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,Windows 10,2.1,347.0,Intel,500,HDD,0
444,Google,Pixelbook (Core,Ultrabook,12.3,Intel Core i7 7Y75 1.3GHz,16GB,Intel HD Graphics 615,Chrome OS,1.1,2199.0,Intel,512,SSD,1
445,Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,24GB,Intel HD Graphics 620,Windows 10,1.32,2382.0,Intel,512,SSD,1
446,Asus,VivoBook Max,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,Linux,2.0,559.0,Intel,256,SSD,1
447,Lenovo,IdeaPad 320-15AST,Notebook,17.3,AMD A6-Series 9220 2.5GHz,8GB,AMD Radeon R4,Windows 10,2.8,519.0,AMD,1024,HDD,0
448,Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,AMD Radeon 530,Windows 10,2.2,749.0,Intel,256,SSD,1
449,Lenovo,ThinkPad X270,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.36,1429.0,Intel,256,SSD,1
450,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,Windows 10,2.2,349.0,Intel,128,SSD,1
451,HP,Omen 15-AX205na,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,Intel,1152,SSD + HDD,1
452,Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7440HQ 2.8GHz,8GB,Nvidia GeForce 930MX,Windows 10,1.64,1179.0,Intel,256,SSD,1
453,Acer,Aspire ES1-572,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,Linux,2.4,441.8,Intel,500,HDD,0
454,Dell,Precision 3520,Workstation,15.6,Intel Xeon E3-1505M V6 3GHz,8GB,Nvidia Quadro M620,Windows 10,2.23,1993.0,Intel,1088,Flash + HDD,0
455,MSI,GV62 7RD-1686NL,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,2.2,1027.74,Intel,256,SSD,1
456,Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core i7 7660U 2.5GHz,16GB,Intel Iris Plus Graphics 640,Windows 10 S,1.25,2589.0,Intel,512,SSD,1
457,HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.91,589.0,Intel,128,SSD,1
458,Dell,Precision 3520,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,16GB,Nvidia Quadro M620,Windows 10,2.17,1975.0,Intel,256,SSD,1
459,HP,ProBook 650,Workstation,15.6,Intel Core i7 7820HQ 2.9GHz,8GB,Intel HD Graphics 620,Windows 10,2.31,1534.0,Intel,512,SSD,1
460,Lenovo,ThinkPad T470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.65,1345.0,Intel,256,SSD,1
